transaction_id,date,type,player_id,player_name,player_team,other_user_id,other_user_name,price,is_market
68d5423db9f9d74e3b8cb83b,2025-09-25T13:23:09.768Z,buy,62c3721bc057ca2d85a00512,Giuliano Simeone,Atlético de Madrid,688fc5d52976b01d051385dc,Patxo Torre,33500000,No
68d40b71639ad50a034a76b0,2025-09-24T15:17:05.018Z,sell,521465c2dbf8b74f020000b8,Yuri,Athletic de Bilbao,Market,Market,10328618,Yes
68d3199885697207164d9405,2025-09-23T22:05:12.085Z,sell,680529fb802b9e0450bb226a,Eyong,Levante,5beb3f5120f8e85cd8f05da1,Antón Fernández,41451811,No
68d2b9760ae86b554d4ba1c2,2025-09-23T15:15:02.744Z,sell,5cdf2e37121b5404171c6fad,Pedro Díaz,Rayo Vallecano,Market,Market,8560448,Yes
68d2a6cd4ecf62557c889282,2025-09-23T13:55:25.675Z,buy,544dfb9b322ce8ed010002bf,Djené,Getafe,599d5998ef7ac5a6756c2719,Jorge Ugalde,11500000,No
68cc22e8187f24179fc8d78e,2025-09-18T15:19:04.697Z,sell,6797e70083b5f103b7013774,Akor Adams,Sevilla,Market,Market,1707380,Yes
68cc22de9b55041789dd0a42,2025-09-18T15:18:54.032Z,sell,630d3bceb4ad355e01bea95f,Diego López,Valencia,Market,Market,25327240,Yes
68cc22bb9a10541781b8524b,2025-09-18T15:18:19.039Z,buy,5659df7ca6379cbb070b8d84,Oyarzabal,Real Sociedad,599d5998ef7ac5a6756c2719,Jorge Ugalde,42000000,No
68cb93009b55041789dcc659,2025-09-18T05:05:04.980Z,sell,63375e14c376ff465d2a5af7,Aitor Paredes,Athletic de Bilbao,Market,Market,11084000,Yes
68cb888112667f0708803bd8,2025-09-18T04:20:17.869Z,buy,520d1ce5a776cc826b000026,Lucas Torró,Osasuna,Market,Market,15030000,Yes
68c82add3cc1176663bfb134,2025-09-15T15:03:57.429Z,sell,64f1f65abc6e0003e0363b13,Jhon Solís,Girona,Market,Market,1055002,Yes
68c7cc143cc1176663bf5253,2025-09-15T08:19:32.873Z,sell,63f14fbb79f25a5b3f34fedd,Álvaro Rodríguez,Elche,Market,Market,10838974,Yes
68c6dcd43be6eb35445a6bb8,2025-09-14T15:18:44.346Z,sell,5f496aba33a68903ecffc11e,Diego Conde,Villarreal,Market,Market,1044237,Yes
68c24dc16b384706d90c2243,2025-09-11T04:19:13.454Z,buy,6797e70083b5f103b7013774,Akor Adams,Sevilla,Market,Market,2283225,Yes
68c24dc1b3ee2c06e533aa46,2025-09-11T04:19:13.312Z,buy,5f4fd2e6c5c6f903e7c2522e,Van de Beek,Girona,Market,Market,1000000,Yes
68c1940b7deeb33cf189614a,2025-09-10T15:06:51.846Z,buy,64f1f65abc6e0003e0363b13,Jhon Solís,Girona,Market,Market,1000000,Yes
68c04287deaa4b0762b6d987,2025-09-09T15:06:47.232Z,buy,6305da4d46d783071421441c,Arnau Tenas,Villarreal,Market,Market,2100005,Yes
68bd9f8f0fd29a0707fbf15f,2025-09-07T15:06:55.110Z,buy,630274ff9906dc0691df670b,Bretones,Osasuna,Market,Market,1000950,Yes
68bc4df747cb9b06f888dcbb,2025-09-06T15:06:31.148Z,buy,52024296ed2e70cb37000043,André Silva,Elche,Market,Market,2300070,Yes
68bafc7d9d15440721b7e0ac,2025-09-05T15:06:37.563Z,buy,5f496aba33a68903ecffc11e,Diego Conde,Villarreal,Market,Market,1000500,Yes
68b85e3490335b71fed46109,2025-09-03T15:26:44.569Z,sell,649947362aef631e6a76de32,Sibo,R. Oviedo,Market,Market,3505932,Yes
68b8597e9ba5aa070150d845,2025-09-03T15:06:38.504Z,buy,62ee482f2f093467dc60108e,Pablo Ibáñez,Alavés,Market,Market,6008000,Yes
68b7c9113ea16c71f0c2c970,2025-09-03T04:50:25.373Z,sell,5f70efc9b69ba04a25453f2c,Jofre,Espanyol,Market,Market,1053688,Yes
68b7c4f095e6fb06deea11bd,2025-09-03T04:32:48.201Z,buy,63f14fbb79f25a5b3f34fedd,Álvaro Rodríguez,Elche,Market,Market,10256000,Yes
68b57a2ab8a2d34a289989c3,2025-09-01T10:49:14.855Z,sell,52358785c62c560a4a0009ab,Januzaj,Sevilla,Market,Market,1017802,Yes
68b18365bff63730338fbfa2,2025-08-29T10:39:33.275Z,sell,63fd2d48e13c195af1f7112f,Terrats,Espanyol,Market,Market,20533099,Yes
68ad35b76346df06e8585235,2025-08-26T04:19:03.391Z,buy,680529fb802b9e0450bb226a,Eyong,Villarreal,Market,Market,7654081,Yes
68a417f785e7ec38eece883a,2025-08-19T06:21:43.887Z,sell,51b897a5e401a15f2c000139,Gerard Moreno,Villarreal,Market,Market,22274201,Yes
68a2a9391e56350706f19b30,2025-08-18T04:16:57.081Z,buy,5cdf2e37121b5404171c6fad,Pedro Díaz,Rayo Vallecano,Market,Market,13000005,Yes
68a1efc3e3e35b06e9700b17,2025-08-17T15:05:39.399Z,buy,521465c2dbf8b74f020000b8,Yuri,Athletic de Bilbao,Market,Market,15000005,Yes
689c13edf9bf25071b9c7447,2025-08-13T04:26:21.533Z,buy,51b897a5e401a15f2c000139,Gerard Moreno,Villarreal,Market,Market,28000005,Yes
689c13ed454a81073024b9e4,2025-08-13T04:26:21.381Z,buy,63fd2d48e13c195af1f7112f,Terrats,Espanyol,Market,Market,28000050,Yes
689b5898454a8107302452aa,2025-08-12T15:07:04.617Z,buy,53df365ce5c94c6a08000203,Kiko Femenía,Getafe,Market,Market,8000005,Yes
6898b5291e6272072c3f0973,2025-08-10T15:05:13.701Z,buy,649947362aef631e6a76de32,Sibo,R. Oviedo,Market,Market,4500005,Yes
689612212dea7606eca780c1,2025-08-08T15:05:05.531Z,buy,5f70efc9b69ba04a25453f2c,Jofre,Espanyol,Market,Market,2500005,Yes
68961221fe0a5906df0d1c9f,2025-08-08T15:05:05.504Z,buy,65aac8411342fe045bb822e2,Tárrega,Valencia,Market,Market,19200005,Yes
68957976fe0a5906df0cb7b3,2025-08-08T04:13:42.697Z,buy,66c5102b8be9a7041ad2df88,Luiz Junior,Villarreal,Market,Market,18400005,Yes
6894c09a927ba006e807ad84,2025-08-07T15:04:58.498Z,buy,52358785c62c560a4a0009ab,Januzaj,Sevilla,Market,Market,1000000,Yes
68936f1c66ef1d0726f85a20,2025-08-06T15:05:00.140Z,buy,630d3bceb4ad355e01bea95f,Diego López,Valencia,Market,Market,25800005,Yes
6892d66db35d690711457e67,2025-08-06T04:13:33.810Z,buy,59ff3b0329d7bf994b9e01f0,Tenaglia,Alavés,Market,Market,21000005,Yes
68921d8286e87c0705af5cca,2025-08-05T15:04:34.219Z,buy,632f6f28d2f4c20bd75d484b,Carlos Romero,Espanyol,Market,Market,16500005,Yes
689033478107fb06ffc57fbf,2025-08-04T04:12:55.574Z,buy,5b89b1161c0c9f16f9678cba,Lo Celso,Betis,Market,Market,50000005,Yes
689033475255a906f2ffb2e3,2025-08-04T04:12:55.517Z,buy,5210908da776cc826b000067,Darder,Mallorca,Market,Market,31000005,Yes
68903347e42f06070ed6906b,2025-08-04T04:12:55.462Z,buy,63375e14c376ff465d2a5af7,Aitor Paredes,Athletic de Bilbao,Market,Market,6000005,Yes
